speaker,task,file,feature_set,feature_level,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
P_1990_M_18,con,/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_con.wav,eGeMAPSv02,Functionals,20.887693,0.18140492,19.063475,20.92995,22.693758,3.6302834,165.13087,242.9663,109.42004,285.76028,0.9059422,0.80048954,0.23923752,0.7281944,1.4835081,1.2442706,15.2091055,9.377801,13.014344,8.617415,0.79511625,1.0184017,19.419504,0.89418167,12.772084,0.9137894,14.08938,0.95416856,2.694144,4.24431,0.044687707,1.5876297,1.6831388,0.7921053,1.0154315,4.24834,3.514987,3.9874089,27.253607,0.43517256,463.8063,0.3168288,1186.1359,0.18687952,-88.53043,-1.0475997,1505.1901,0.16564877,941.87964,0.40851414,-97.85393,-0.8637183,2551.8455,0.0895017,818.6009,0.49280742,-100.94414,-0.8099274,-18.601099,-0.41548127,27.471802,0.2911648,0.0003523509,84.442986,-0.026729573,-0.5356977,1.1891887,0.66130614,30.68224,0.39879438,15.058674,0.8767045,18.41848,0.79203653,-0.4012785,-32.473637,-7.2139215,16.390572,-0.03189978,-0.0046516107,0.24697798,2.883808,2.0915034,0.26950893,0.25612184,0.21828124,0.35133052,-22.187115
P_1990_M_18,m(f),/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_m(f).wav,eGeMAPSv02,Functionals,20.912802,0.17844689,19.472778,20.745697,22.468079,2.9953003,167.68002,214.95135,202.9407,649.04126,0.82719696,0.77175653,0.23870265,0.6507833,1.3586034,1.1199007,13.707266,8.700618,10.87805,7.2699895,0.62320006,0.9898031,18.821423,0.93482274,13.597551,0.84599227,14.805518,0.89166874,3.408495,3.275223,0.041650094,1.8247303,1.4652411,0.8623889,1.8719993,2.1749902,2.6521037,3.8773615,28.049578,0.35648656,474.23456,0.32236466,1220.9437,0.19278663,-85.49398,-1.0827389,1526.5511,0.15897529,1003.3553,0.40300024,-95.346245,-0.8803214,2536.5693,0.096322194,875.3125,0.46251246,-97.98419,-0.8327542,-19.469015,-0.38511753,27.949535,0.26987493,-0.0038720535,-6.806311,-0.028211268,-0.507103,0.92096394,0.642081,30.355774,0.38887542,16.259317,0.7750582,19.005262,0.7502297,1.0717131,11.97168,-5.828618,14.365993,-0.02876357,-0.0035504887,0.18065731,2.6943007,1.8433181,0.31562498,0.27226716,0.23013987,0.3507414,-23.408344
P_1990_M_18,m(i),/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_m(i).wav,eGeMAPSv02,Functionals,21.662094,0.20222272,20.01208,21.428036,23.372246,3.3601665,173.67885,240.37477,104.194214,218.8682,1.0005788,0.7862008,0.25643897,0.8178392,1.6628809,1.4064419,17.296986,11.031791,13.7760935,8.582157,0.8226792,1.0546111,20.936245,0.8812535,12.216859,0.93196815,12.4323635,1.0815188,1.9557921,5.9964724,0.03117384,1.6829712,1.5260258,0.8130567,2.0330646,2.1810696,2.5517404,4.6585793,27.559166,0.47893813,481.5779,0.28933725,1226.1621,0.17445752,-80.46471,-1.1429873,1519.1477,0.16299517,993.99115,0.38362342,-90.12249,-0.9325382,2541.2473,0.107998796,922.4054,0.41033772,-93.943184,-0.8604684,-18.980944,-0.4065809,28.056803,0.29281607,0.0030808141,9.123693,-0.03190046,-0.46302894,1.2262868,0.70809585,32.5385,0.38742197,13.899624,0.9185268,16.088621,0.92614573,-1.0227253,-12.435182,-6.6176867,15.45845,-0.03340475,-0.004649979,0.16563094,3.054268,1.693064,0.3583871,0.30912566,0.24185184,0.41657808,-21.075676
P_1990_M_18,pic,/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_pic.wav,eGeMAPSv02,Functionals,20.933687,0.23350053,18.609505,20.520739,22.634949,4.025444,144.49203,218.55266,128.2815,197.03178,0.66358787,0.8529012,0.2138561,0.37424386,1.1445894,0.9307333,12.210365,8.479826,9.960059,8.310929,0.5536042,1.2217016,13.59588,1.2806251,14.600085,0.708783,14.174536,0.9453831,3.8746717,2.6284804,0.041114483,1.4980295,1.5913446,0.8171219,1.4468966,2.9628658,3.092409,3.7186964,28.736542,0.36568883,485.91077,0.30659735,1192.4156,0.18765134,-115.275635,-0.80948377,1586.833,0.16526198,945.15533,0.46499646,-123.08101,-0.681901,2618.1533,0.09819261,854.608,0.536585,-124.2608,-0.6636823,-20.965881,-0.38579977,28.461094,0.29785934,-0.0066803014,-4.190733,-0.03340118,-0.45159176,1.0450711,0.65409064,29.470804,0.40956575,20.318207,0.57195884,22.359125,0.65756404,0.15085699,85.02991,-6.489017,15.663204,-0.037217505,-0.0036281112,0.1519852,2.1939702,1.511628,0.28899038,0.3175907,0.40572223,0.84351856,-24.352552
P_1990_M_18,r(f),/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_r(f).wav,eGeMAPSv02,Functionals,21.284054,0.18066606,19.480122,20.745249,23.142765,3.6626434,189.64598,286.43713,88.768616,150.22075,1.2549762,0.71010566,0.3320145,1.1114224,2.07455,1.7425354,22.765842,13.238186,17.10862,9.212264,1.1306701,0.8579901,22.505032,0.80166095,11.736842,1.1233494,16.374428,0.95165914,-2.476663,-5.1029353,0.034427788,1.6397432,1.5989605,0.7362036,1.5121284,2.408312,1.6844863,6.1897354,25.43145,0.46717215,468.7745,0.3118776,1164.2915,0.20087323,-63.91657,-1.3686081,1531.8069,0.17278437,893.64966,0.43969533,-74.5881,-1.071705,2552.5833,0.09508893,886.6336,0.45759714,-77.94963,-0.9943744,-17.399982,-0.44629925,25.943872,0.3230526,0.011502433,2.3567576,-0.032510843,-0.42444623,1.5059577,0.59548336,31.364944,0.41490504,12.040899,1.1872042,19.334974,0.85160196,-5.6720424,-2.301066,-5.358847,13.073985,-0.023723207,-0.009292122,0.26586482,3.8285525,1.9767702,0.34406778,0.30956563,0.16644295,0.24604543,-19.586388
P_1990_M_18,r(i),/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_r(i).wav,eGeMAPSv02,Functionals,22.439823,0.21213573,20.38209,21.967335,23.990402,3.6083126,231.77164,470.38358,130.78319,180.75455,1.1333612,0.8150172,0.25520286,0.87695384,1.9984968,1.7432939,22.000944,11.6292925,18.474789,10.444006,0.94355905,0.9931831,21.794163,0.8393544,10.5286455,1.1986048,15.053612,1.0489639,-1.537818,-9.241305,0.0385063,1.6739484,1.643479,0.7298033,2.169333,1.8045152,2.9162412,3.7015016,25.75245,0.43529454,459.02475,0.3277362,1161.0112,0.193147,-70.682304,-1.2908658,1491.6119,0.17483273,909.713,0.40133265,-80.560814,-1.0368055,2537.0593,0.08829756,817.38873,0.44613752,-84.22877,-0.9571815,-17.352703,-0.46032736,26.282139,0.33514735,0.015445152,1.8835152,-0.031076845,-0.51219225,1.3376696,0.6803193,31.682673,0.4302296,11.479921,1.2448462,18.643755,0.916083,-5.4118986,-2.8267186,-5.8890233,14.687946,-0.027209679,-0.0056086,0.17458235,3.5302956,1.6159338,0.40147284,0.34307796,0.22954546,0.37463534,-19.818079
P_1990_M_18,str,/Users/neda/Documents/Corpus/Pertsch/persian/P_1990_M_18/P_1990_M_18_str.wav,eGeMAPSv02,Functionals,20.930399,0.18861605,19.027143,20.89921,22.617596,3.5904522,191.95233,249.10378,120.44855,364.4404,0.8237112,0.7798487,0.23884638,0.63732725,1.3503448,1.1114984,14.07872,8.963265,11.438985,7.557007,0.7257625,1.0387251,19.000885,0.91114074,15.104289,0.76840705,14.895867,0.91359,2.4919775,4.639068,0.042871147,1.6319613,1.6693949,0.8131399,1.2578682,3.5401175,3.7191172,3.370008,29.474842,0.3729294,488.9823,0.3236753,1209.6028,0.18421784,-90.43276,-1.021558,1563.308,0.1784271,968.9629,0.43742254,-100.10399,-0.8351286,2611.41,0.09919745,859.3232,0.48921993,-102.74674,-0.7899928,-20.560472,-0.37520355,29.10024,0.27288225,-0.0036632083,-7.7745886,-0.030671343,-0.49022716,1.0918044,0.6774332,30.42123,0.38676396,18.811098,0.658366,19.841862,0.7389577,-0.7405676,-17.61655,-7.0857024,16.05355,-0.03191796,-0.005498896,0.22704686,2.7523377,1.9904077,0.28146988,0.28153795,0.22763737,0.3655536,-22.44694
P_1991_F_11,con,/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_con.wav,eGeMAPSv02,Functionals,35.95886,0.121405065,34.924194,36.28952,38.52313,3.5989342,263.9655,474.3903,90.49433,242.84312,1.365123,0.58003914,0.57010794,1.2509903,2.107333,1.537225,19.20709,11.8709,12.141441,6.4517207,0.9407578,0.8818024,28.100668,0.4792089,6.554339,2.2131848,0.8358541,16.44248,-11.006352,-1.2320253,0.027671628,2.622369,0.91614264,1.0258411,9.831319,0.54097134,8.088164,1.5156376,29.013964,0.35160428,678.54565,0.24202211,1233.6545,0.16610153,-44.433144,-1.6412269,1736.6677,0.13566342,867.6827,0.40410864,-54.21406,-1.163865,2811.767,0.083436176,733.1878,0.44707945,-60.491074,-0.9914794,-20.451506,-0.3607927,31.298683,0.26296967,0.060933236,0.5724004,-0.034696985,-0.38576913,1.0801436,0.7716671,32.36251,0.30371615,6.6796527,2.2759063,0.24294038,59.824417,-13.594205,-0.95293033,-6.007233,14.503579,-0.012705136,-0.0118793,0.24707527,3.4319854,1.3348165,0.6169792,0.6244334,0.13392405,0.18020673,-18.863438
P_1991_F_11,m(f),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_m(f).wav,eGeMAPSv02,Functionals,35.728104,0.12862197,35.157997,36.190353,38.58249,3.424492,297.30386,424.07605,147.42587,358.96832,1.0187166,0.6377902,0.32800195,0.95713615,1.6514845,1.3234825,13.850676,9.391355,8.833631,5.445097,0.6211781,1.0285349,23.781654,0.671292,9.822552,1.198604,2.1897895,5.8102703,-6.600272,-2.0632572,0.029872527,2.551661,0.86481595,1.0377494,9.785511,0.54871225,8.552851,1.3814157,29.550875,0.41350833,699.0728,0.24549915,1213.3478,0.18294038,-70.20573,-1.2262312,1756.0214,0.13507295,857.0435,0.36530235,-76.96866,-0.99185544,2847.7034,0.080211386,712.92505,0.44997883,-82.36751,-0.8829579,-21.220022,-0.3661809,32.163105,0.27825305,0.054141495,0.66767454,-0.034641888,-0.39928156,0.8129425,0.8096215,31.808956,0.3388235,10.2755375,1.2763631,0.9827383,14.562094,-11.437098,-1.0938721,-6.5739584,15.524773,-0.027460951,-0.0061462387,0.14347327,2.8546462,1.3700627,0.5129787,0.43601394,0.22402439,0.3350313,-21.0118
P_1991_F_11,m(i),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_m(i).wav,eGeMAPSv02,Functionals,35.95025,0.1273664,34.98205,36.221397,38.987,4.0049477,295.84308,471.82294,72.79635,155.0533,1.107313,0.5584436,0.47153223,1.0344999,1.6815884,1.2100562,13.666856,8.498132,8.782089,5.497142,0.6662097,0.9193854,25.691795,0.54601115,8.534781,1.5649203,1.753807,7.6910524,-9.797398,-1.3969936,0.023203865,2.296161,0.845611,1.0142,9.954658,0.5462212,9.822255,1.280666,28.853386,0.37420878,694.0798,0.22508696,1196.2723,0.17705697,-57.998035,-1.3892912,1773.8754,0.14398672,806.51013,0.4216659,-65.62656,-1.085837,2851.4377,0.07466769,699.7675,0.4512121,-71.04567,-0.95831895,-20.675175,-0.37888703,30.70881,0.27160972,0.056748673,0.6019362,-0.035247076,-0.39313778,0.8015464,0.7771777,31.413877,0.30964613,9.357805,1.5158783,1.248947,11.855711,-13.858681,-0.89294326,-6.0786757,14.841735,-0.022265729,-0.008815961,0.20800042,2.9801896,1.1724138,0.65235287,0.41470084,0.18815383,0.30466068,-21.351252
P_1991_F_11,pic,/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_pic.wav,eGeMAPSv02,Functionals,35.163803,0.12118108,34.594765,35.729916,37.257034,2.6622696,224.87183,256.5301,66.76198,90.068695,1.004654,0.6032718,0.35871148,0.95151937,1.5916781,1.2329667,12.88954,7.4501634,7.902846,4.513555,0.565472,0.9865538,25.144491,0.5856858,10.217981,1.1756727,4.595443,2.8251972,-7.40383,-1.7100482,0.025398849,2.7607841,0.8220734,1.0484666,9.945293,0.5235809,7.6782126,1.5498465,28.325216,0.3530635,664.9249,0.24623187,1232.9675,0.16274358,-62.00395,-1.3315415,1736.3041,0.14091372,874.649,0.38972554,-70.32584,-1.0331624,2791.3306,0.08380932,724.1241,0.43790492,-74.69488,-0.93565416,-21.342356,-0.35737357,31.012388,0.2746661,0.05530867,0.6681173,-0.03551086,-0.36468658,0.704921,0.81169766,31.64654,0.323594,10.984325,1.1868339,4.3330083,3.3082457,-11.231325,-1.0355773,-6.475121,15.054216,-0.022259861,-0.008729299,0.14198291,3.0747008,1.4459822,0.5115714,0.3923615,0.17123076,0.24919872,-21.55156
P_1991_F_11,r(f),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_r(f).wav,eGeMAPSv02,Functionals,36.05065,0.12519014,34.861366,36.180424,38.834846,3.9734802,193.0575,325.84775,99.801445,187.61353,1.1121154,0.6194579,0.43019238,1.0065082,1.725333,1.2951406,19.08519,10.344742,11.153884,5.7012105,0.89867145,0.90145713,24.944798,0.61017287,9.120625,1.5811286,4.4116783,3.2351916,-7.919799,-1.7274101,0.029758845,1.9706517,1.0478846,0.84813684,8.640535,0.6191121,8.988627,1.3091278,27.977266,0.41782147,681.7748,0.25666878,1207.9921,0.18579821,-57.11635,-1.3776585,1763.8125,0.13754657,832.6761,0.40809298,-64.61756,-1.0594137,2815.2285,0.08204177,729.0559,0.45787826,-69.261505,-0.9495531,-20.329226,-0.4139916,30.059679,0.31402305,0.054637328,0.68414044,-0.034566708,-0.41069463,1.0893322,0.74028176,30.580065,0.3760163,9.1178055,1.7159853,3.767124,4.140829,-11.169092,-1.1700776,-6.5751314,14.570372,-0.020313997,-0.010241654,0.20865789,3.7029157,1.7353349,0.4436196,0.4440372,0.13470149,0.22159755,-20.552238
P_1991_F_11,r(i),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_r(i).wav,eGeMAPSv02,Functionals,35.19267,0.17027931,33.91432,35.79828,39.333157,5.4188347,245.10403,386.06635,135.72627,197.1376,1.3058054,0.6514818,0.45813754,1.1721182,2.0906682,1.6325307,20.897846,11.063181,15.723411,7.2634172,1.1796722,0.88424045,25.806187,0.55771005,6.5061564,2.2482877,4.4669046,3.317834,-10.498636,-1.3850611,0.035382744,1.9867651,1.1412628,0.83279777,7.997852,0.7026715,7.539896,1.9459064,26.87436,0.48648426,626.1838,0.26539227,1250.0452,0.173355,-53.176765,-1.5099177,1686.7224,0.14476992,885.4838,0.44520074,-61.80273,-1.1412114,2749.7354,0.08772394,741.14813,0.5101978,-67.01777,-1.0078157,-19.284859,-0.37993696,28.971426,0.29798627,0.059981,0.60216564,-0.0369107,-0.3611164,1.4440454,0.70700014,31.446978,0.31932893,5.9291134,2.6513023,3.8680625,4.1463394,-13.945538,-0.99509853,-6.7293925,14.625459,-0.017821098,-0.011913959,0.23337129,4.178273,1.5742867,0.48947915,0.5226005,0.1452439,0.23385541,-19.13711
P_1991_F_11,str,/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_F_11/P_1991_F_11_str.wav,eGeMAPSv02,Functionals,35.04306,0.1292504,34.56373,35.864662,37.515087,2.9513588,316.055,496.91452,108.113205,194.71304,1.0726038,0.5995645,0.40751565,1.0164632,1.660444,1.2529284,13.891812,9.253842,9.174572,5.085241,0.6553991,0.9149823,25.278246,0.58609146,10.903635,1.1738471,4.722096,2.81231,-6.8346877,-1.9922546,0.028142607,2.452213,0.87679213,0.9965335,9.603242,0.5509886,8.126285,1.4237808,28.943962,0.36491418,677.33954,0.24670544,1240.783,0.1666526,-61.434788,-1.3184911,1756.5165,0.14844318,872.72565,0.4017522,-69.14771,-1.0355883,2839.9604,0.085966885,747.42285,0.44487274,-74.24165,-0.922883,-21.574244,-0.36881194,32.07648,0.27989662,0.054606024,0.6532194,-0.033244535,-0.39923817,0.80215824,0.75223535,31.69481,0.31846124,12.073057,1.123092,4.576562,3.201956,-10.4514065,-1.2410381,-6.15905,14.640754,-0.02524399,-0.0077058785,0.18682677,3.074013,1.3404826,0.55988234,0.5074585,0.18333334,0.25797608,-20.790636
P_1991_M_10,con,/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_M_10/P_1991_M_10_con.wav,eGeMAPSv02,Functionals,22.18768,0.16874993,19.27907,22.528353,24.886084,5.6070137,223.41711,267.66452,86.78017,126.37326,0.826612,0.68494076,0.30087325,0.703443,1.2485585,0.94768524,16.469603,11.689617,10.12408,6.434972,0.6971997,0.94991773,24.973608,0.6941621,15.756154,0.72847104,12.690893,0.9304331,7.2880816,1.4005499,0.04360136,2.0488317,1.518362,0.863004,3.4936025,1.2018892,4.438881,2.1007414,32.04187,0.3421409,515.5652,0.39721066,1314.4724,0.17326216,-69.31915,-1.2187514,1525.7644,0.19261856,1086.025,0.3050272,-79.86499,-0.9608041,2565.6968,0.12184017,908.5969,0.36815584,-84.74246,-0.8673494,-22.614037,-0.30272165,33.159863,0.22855927,-0.013813482,-2.3414948,-0.02400997,-0.577123,0.9199393,0.7134828,33.82666,0.34386966,18.95689,0.60436845,15.735644,0.7332841,7.5340843,1.4997177,-6.6506443,16.16019,-0.033561658,-0.0010064692,0.16288714,3.1791422,1.2962964,0.5361039,0.5182241,0.22930555,0.48716688,-22.059397
P_1991_M_10,m(f),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_M_10/P_1991_M_10_m(f).wav,eGeMAPSv02,Functionals,21.87142,0.1847101,19.368912,21.262093,24.137913,4.769001,264.04388,270.4377,77.10154,107.17259,0.8382528,0.65387064,0.29242125,0.74912125,1.306119,1.0136977,16.667803,10.67601,10.982647,6.9724936,0.78130513,0.94351417,25.158188,0.6991079,17.609526,0.6290519,14.476243,0.7869073,7.0008535,1.4935619,0.047821287,1.8827612,1.5294667,0.87881947,2.979168,1.4103423,3.058406,3.3099732,32.731724,0.3758582,534.588,0.36115152,1310.3402,0.18629341,-69.36325,-1.2309294,1570.1467,0.18414702,1090.073,0.3373573,-81.45318,-0.9373067,2613.2378,0.12773253,902.3413,0.3691166,-85.681274,-0.85860217,-23.940002,-0.30550763,32.927555,0.23970918,-0.004425045,-6.981216,-0.029690228,-0.5338057,1.0357547,0.6995961,34.0384,0.36287612,21.259808,0.49324915,17.328733,0.62033814,6.611093,1.7666383,-7.227186,16.331345,-0.029020973,-0.004865502,0.1956252,3.560989,1.5167643,0.45157894,0.34920353,0.20442308,0.36080787,-21.363035
P_1991_M_10,m(i),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_M_10/P_1991_M_10_m(i).wav,eGeMAPSv02,Functionals,21.989876,0.18706486,18.82723,21.479136,25.46068,6.6334496,234.80536,274.58847,63.83964,81.567726,0.9323815,0.61649793,0.3653874,0.83902156,1.377099,1.0117116,16.387262,12.0317,10.551743,7.1160855,0.7584315,0.85351926,28.373789,0.57724893,17.016607,0.68617415,14.186503,0.8829414,6.9030733,1.5705247,0.04150319,2.3287644,1.397113,0.9333896,3.6352944,1.1925476,4.789942,2.334433,32.253807,0.35258695,539.56024,0.38044146,1312.4531,0.17122489,-55.783306,-1.3658823,1578.1611,0.19387196,1082.7511,0.3409882,-67.40184,-1.0292732,2608.8462,0.13482627,940.6306,0.41866025,-72.68901,-0.91379213,-23.093344,-0.31460896,33.352158,0.2298496,-0.01027665,-3.2603176,-0.028147802,-0.5357435,0.908537,0.7016158,34.800182,0.33399332,18.919498,0.6364577,16.347937,0.75836265,7.1481667,1.6446046,-7.235193,16.210146,-0.024706747,-0.0051187794,0.2279144,3.8945713,1.300749,0.5915151,0.57892853,0.17133333,0.2457198,-21.046303
P_1991_M_10,pic,/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_M_10/P_1991_M_10_pic.wav,eGeMAPSv02,Functionals,21.70118,0.17362112,19.191374,21.511303,24.268793,5.0774193,214.0553,227.53047,67.24676,100.0833,0.7709083,0.6660356,0.31975493,0.6506041,1.1284407,0.8086858,14.321232,9.970965,9.243838,6.364833,0.65185696,0.93324065,24.696194,0.6559311,17.702055,0.6651641,14.923829,0.7869011,9.169261,1.1022512,0.040255386,1.8890195,1.582082,0.8533563,3.1681292,1.3310442,4.9424796,2.5821388,32.14095,0.37984818,532.66864,0.40047303,1273.3496,0.1861312,-65.81269,-1.2416952,1582.878,0.18495733,1053.7439,0.3227815,-77.31185,-0.9547241,2611.0498,0.12505929,931.1035,0.3888165,-81.62372,-0.8707107,-23.596327,-0.3131484,33.59546,0.23686853,-0.017634463,-1.8316811,-0.024911137,-0.57332826,0.83342004,0.73364276,32.067932,0.3738297,21.197166,0.52684647,17.959799,0.6012066,9.593012,1.1454521,-7.046595,16.453024,-0.031088334,-0.0022321336,0.17033917,3.2210836,1.5982951,0.44558334,0.40983897,0.18811882,0.3191068,-22.4868
P_1991_M_10,r(f),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_M_10/P_1991_M_10_r(f).wav,eGeMAPSv02,Functionals,21.109358,0.15285988,18.893038,20.936829,23.53315,4.640112,229.01694,245.03291,82.91248,153.20204,0.93227005,0.664813,0.34782338,0.80810225,1.4429545,1.0951312,18.866795,12.209742,11.488582,6.8120174,0.7881878,0.8273706,26.603695,0.6464377,14.121901,0.84164673,12.025908,0.9896549,6.208858,1.6394808,0.04276983,1.9347835,1.6549462,0.80250645,2.5739708,1.5342373,4.3558593,2.2149618,31.185791,0.30277267,503.46494,0.3686347,1284.4052,0.17142159,-62.77883,-1.3201412,1508.6621,0.18033865,1071.4337,0.30646193,-73.62268,-1.028607,2534.7761,0.12092804,940.309,0.37442458,-79.08006,-0.9143847,-21.193287,-0.3339755,31.537909,0.23742731,-0.00994761,-2.9915228,-0.027322708,-0.53953403,1.009646,0.60603726,34.70763,0.3482831,16.51939,0.74321043,13.941234,0.84477687,5.72711,1.9675158,-6.7262025,16.014278,-0.029305324,-0.002826831,0.2044627,3.7215714,1.6434894,0.43244755,0.39546764,0.18383333,0.37184277,-21.689005
P_1991_M_10,r(i),/Users/neda/Documents/Corpus/Pertsch/persian/P_1991_M_10/P_1991_M_10_r(i).wav,eGeMAPSv02,Functionals,21.171354,0.16076921,18.862186,21.075663,23.71666,4.854473,210.84851,231.50543,92.18725,150.20071,0.90833974,0.6873664,0.3091632,0.7808911,1.4400984,1.1309352,17.789139,10.082219,11.771183,6.8609786,0.8319861,0.85408515,26.534128,0.64626366,15.259295,0.74099135,13.581139,0.9005479,7.08295,1.6118991,0.051523153,1.9289198,1.7223938,0.7525838,2.4442697,1.656106,3.184695,3.624712,31.372435,0.36192867,508.60483,0.39591837,1282.2576,0.18034686,-61.65291,-1.35244,1519.0104,0.18692775,1070.7919,0.30555356,-73.20649,-1.0349816,2536.3655,0.12435337,955.7128,0.39149418,-78.54719,-0.9220423,-22.014719,-0.3127651,32.15603,0.22387533,-0.00597388,-5.355284,-0.025489818,-0.6050351,1.0717791,0.6248756,34.37558,0.35959756,17.799232,0.6497237,16.023998,0.7424531,6.688821,1.9003319,-7.275859,16.735868,-0.03186108,-0.002023635,0.18534209,3.7790277,1.3423787,0.5352688,0.5051469,0.20869046,0.332955,-21.279621
