File_Name,file,Speaker,Task,Language,Year_of_Birth,Age,Gender,ID,percent_V,deltaV,deltaC,nPVI_v,rPVI_c,V:C_ratio,varco_c,cv_rate,v_rate,c_rate,mean_c,mean_v,std_f0_peak,std_f0_mean,nPVI_f0_mean,rPVI_f0_mean,nPVI_f0_peak,rPVI_f0_peak,varcoM_f0,varcoP_f0,std_int_peak,std_int_mean,nPVI_int_mean,rPVI_int_mean,nPVI_int_peak,rPVI_int_peak,varcoM_int,varcoP_int
P_1994_M_21_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_pic.wav,P21,pic,Persian,1994,30,Male,P_1994_M_21,36.82717026,0.079757234,0.055039484,66.54768887,0.057141975,1.263123983,60.66139536,6.278425944,3.065058335,3.213367609,0.090732308,0.120151613,9.897005287,4.334668336,3.460165665,2.92577802,7.179517068,6.574980608,5.307147189,11.46828222,4.46005483,4.144598912,5.94556568,3.534950485,5.841982121,3.694481043,6.851447763,6.945896363
P_1994_M_21_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_str.wav,P21,str,Persian,1994,30,Male,P_1994_M_21,34.6929251,0.076077952,0.051496274,68.59319666,0.05549369,1.143518832,58.67281174,6.687693926,3.231017771,3.456676155,0.087768546,0.107374603,9.809470089,5.730105049,4.562789268,3.944370207,7.903102671,7.240196609,7.050190634,11.57897777,4.690070123,4.807426695,7.091584358,4.159196066,6.370461648,3.982709745,7.935584007,7.284267268
P_1995_M_04_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_m(f).wav,P04,m(f),Persian,1995,29,Male,P_1995_M_04,29.78357545,0.071070756,0.059164378,55.80392401,0.057438202,0.912029051,71.97482253,7.648977172,3.676252594,3.972724578,0.082201493,0.081016129,2.719881595,1.649708751,1.73507918,1.47787329,2.378039127,2.103328899,1.932726117,3.111608086,3.884751559,3.941496511,6.177436438,3.214691588,5.207540091,2.840226861,7.394585469,6.938854524
P_1995_M_04_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_m(i).wav,P04,m(i),Persian,1995,29,Male,P_1995_M_04,27.86147128,0.057906629,0.052129328,59.61794904,0.052791304,0.914851045,67.21878702,7.650902197,3.72389045,3.927011747,0.077551724,0.074818182,2.721560821,2.622225273,1.654760163,1.462995476,1.702386356,1.529009541,2.969370742,3.023525883,4.022614522,4.075222945,6.310711612,3.46502581,5.371749838,3.099053456,7.265633281,6.82154869
P_1995_M_04_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_r(f).wav,P04,r(f),Persian,1995,29,Male,P_1995_M_04,36.21679608,0.046523926,0.057750212,57.68113643,0.055512931,0.907157663,68.72034375,9.174499387,4.423784226,4.750715161,0.084036559,0.08186836,2.560061686,1.579193545,1.471151984,1.265272392,2.300391145,2.042539577,1.836119266,2.907695181,3.231770341,3.464107999,5.59716672,2.930640356,4.322256415,2.392223609,6.470339623,5.718757779
P_1995_M_04_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_r(i).wav,P04,r(i),Persian,1995,29,Male,P_1995_M_04,39.06089275,0.056718481,0.054241314,54.65227962,0.054096273,0.99073972,64.38079017,8.968025150999999,4.288425597,4.679599554,0.084250774,0.091084459,2.758893043,2.020871271,1.857155642,1.613887086,2.388021552,2.145775129,2.334474785,3.106303619,3.91989828,4.035495285,5.565963818,2.980926318,4.826947168,2.74286044,7.340158446,6.76038946
P_1995_M_04_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_con.wav,P04,con,Persian,1995,29,Male,P_1995_M_04,30.85556485,0.08408719,0.050910385,62.00995719,0.059970803,1.03037225,59.22316343,6.751792455,3.268222239,3.483570216,0.085963636,0.094410853,2.953712839,2.564489764,1.933148055,1.691960349,2.363848931,2.121741511,2.935191964,3.304925772,3.64736155,3.731232545,5.58867461,3.02853217,4.464091764,2.541115934,6.703818926,6.23128547
P_1995_M_04_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_pic.wav,P04,pic,Persian,1995,29,Male,P_1995_M_04,32.26844232,0.081682026,0.049276345,68.25225978,0.055112971,1.047200505,57.42884822,6.957953015,3.366751459,3.591201556,0.085804167,0.095844444,2.439423253,2.065758054,1.661415086,1.440920647,2.072242304,1.840318728,2.379011044,2.750193297,3.498520341,3.509543767,5.125838143,2.78196916,4.494127742,2.575673623,6.356885777,6.044084318
P_1995_M_04_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_str.wav,P04,str,Persian,1995,29,Male,P_1995_M_04,30.11734653,0.068701393,0.048058281,59.71487798,0.050109162,0.926386092,60.6540211,7.902929672,3.799792448,4.103137224,0.079233463,0.079260504,2.938866085,2.481100633,1.677130676,1.4627236,2.004839043,1.795333586,2.854892338,3.310795206,4.106724853,4.005824824,5.238859859,2.767441654,4.407414732,2.429275168,7.406833624,7.246841337
P_1995_M_07_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_m(f).wav,P07,m(f),Persian,1995,29,Male,P_1995_M_07,31.16770724,0.070100963,0.061777521,59.06679407,0.061318182,0.791026043,64.45254356,7.881560239000001,3.770785683,4.110774556,0.095849624,0.082655738,3.495783081,2.480128588,2.141564259,1.857493073,2.996241922,2.695709033,2.875509611,3.954642995,2.978321022,3.269560254,4.84859927,2.708974267,3.340471937,1.957758739,5.859147795,5.08160405
P_1995_M_07_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_m(i).wav,P07,m(i),Persian,1995,29,Male,P_1995_M_07,36.16869192,0.075215192,0.053976617,51.9094906,0.052269504,0.89084507,67.47077119,9.828448892,4.753395282,5.07505361,0.08,0.076090226,2.919579436,2.230629946,1.554212402,1.344660519,2.01408162,1.797990467,2.583309897,3.32060078,3.156651985,3.515221801,5.74602949,3.239839637,3.946170637,2.343634563,6.152956461,5.267643566
P_1995_M_07_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_r(f).wav,P07,r(f),Persian,1995,29,Male,P_1995_M_07,33.43828032,0.039082042,0.05229143,48.3181801,0.06,0.749027237,57.35271184,9.477798285,4.581478667,4.896319618,0.091175166,0.072985782,3.224184565,3.136522666,2.388099715,2.093751826,2.365747677,2.105485741,3.608896499,3.626821718,3.067901458,3.429588516,5.590756681,3.168393818,3.835934421,2.308551255,5.987880721,5.066578611
P_1995_M_07_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_r(i).wav,P07,r(i),Persian,1995,29,Male,P_1995_M_07,33.13005436,0.038312262,0.054962375,43.35875975,0.054707692,0.854066986,61.23627569,8.312342569,3.990454726,4.321887843,0.089754601,0.083023256,2.944478812,2.850575972,2.165674791,1.892742913,2.346630252,2.090243777,3.276762536,3.313629709,2.994989555,3.089427926,5.111612777,2.954861626,4.184234533,2.546196963,5.284879463,4.860171719
P_1995_M_07_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_con.wav,P07,con,Persian,1995,29,Male,P_1995_M_07,36.33404711,0.071801017,0.052700581,53.32175785,0.057102857,1.020355393,55.61773922,7.237687366999999,3.479657388,3.758029979,0.094754986,0.104418462,3.062555215,2.747913664,2.061768367,1.804909369,2.383960986,2.13412936,3.170573656,3.449122205,3.305337663,3.580473011,5.571743194,3.169175509,4.209168473,2.537762534,6.168639705,5.393597404
P_1995_M_07_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_pic.wav,P07,pic,Persian,1995,29,Male,P_1995_M_07,36.09669489,0.050416635,0.048529739,62.63857616,0.054885714,0.881,56.77979419,9.409997268,4.616225075,4.793772193,0.085470085,0.078195266,3.66103441,3.13479891,2.182654954,1.899338387,2.498443019,2.232268553,3.614823523,4.132396062,3.231698391,3.559022835,5.592501723,3.180612176,4.328125125,2.595419749,6.17292943,5.327604327
P_1995_M_07_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_str.wav,P07,str,Persian,1995,29,Male,P_1995_M_07,39.7790245,0.059889745,0.048741764,58.05417098,0.056425249,0.924692262,58.63670849,10.087016258,4.911838791,5.175177467,0.083125,0.080986014,3.484743231,3.41955605,2.522772823,2.20996902,2.356621659,2.11039414,3.912586874,3.898037738,3.533948904,3.900481113,6.259958959,3.556984122,4.590525237,2.764097947,6.741435702,5.787889874
P_1996_F_14_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_m(f).wav,P14,m(f),Persian,1996,28,Female,P_1996_F_14,28.71428571,0.066139186,0.059539956,52.45094485,0.064267606,0.782451426,58.45696395,6.927939317,3.324905183,3.603034134,0.101852632,0.086361217,2.379673898,3.141438728,2.33783619,2.108504752,1.627784619,1.50731696,3.388332367,2.515029748,2.622981891,3.057009963,3.886289432,2.728346175,2.667029611,1.958988623,4.309251985,3.553715325
P_1996_F_14_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_m(i).wav,P14,m(i),Persian,1996,28,Female,P_1996_F_14,34.99146394,0.080881623,0.052155751,58.83935533,0.060133333,0.931912475,53.65269054,7.533077252,3.670507896,3.862569356,0.097209945,0.095331395,3.109486409,3.116897261,1.971286483,1.778888571,1.967435137,1.80486871,3.350061581,3.291790493,2.999356622,3.400061641,4.132516789,2.813556684,2.712633265,1.938219152,4.907825114,4.157080738
P_1996_F_14_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_r(f).wav,P14,r(f),Persian,1996,28,Female,P_1996_F_14,35.35620681,0.032904164,0.047870616,47.13542888,0.056897561,0.754742892,50.03515386,9.578270193,4.681915654,4.896354539,0.095673966,0.075516539,2.433433603,2.800588989,1.972184129,1.79877232,1.730734963,1.618383093,3.017141649,2.575690202,2.609559567,3.116652287,4.316150847,3.050865704,2.830411106,2.097732923,4.383458757,3.51744883
P_1996_F_14_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_r(i).wav,P14,r(i),Persian,1996,28,Female,P_1996_F_14,33.8384668,0.036984857,0.051568888,43.3912376,0.053088608,0.861229183,56.95539538,8.418891171,4.079397673,4.339493498,0.090542587,0.082949664,3.316704792,3.452607338,2.87097139,2.602828511,2.643087018,2.456050191,3.72954661,3.511569607,3.019819465,3.469296995,4.167843416,2.969591055,2.917736967,2.174163275,4.829079918,4.025128993
P_1996_F_14_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_con.wav,P14,con,Persian,1996,28,Female,P_1996_F_14,29.33966469,0.060616936,0.059007561,55.30422001,0.070661538,0.80488149,54.38996364,6.479925943,3.119964343,3.3599616,0.108489796,0.094038462,3.376552819,3.115003546,1.891476072,1.747034172,2.073049425,1.959817443,3.338205823,3.554498433,3.874161134,4.036097917,4.486880547,3.066741689,3.314639854,2.370286955,5.82965099,5.345973411
P_1996_F_14_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_pic.wav,P14,pic,Persian,1996,28,Female,P_1996_F_14,25.67839196,0.079790301,0.077052817,57.35453112,0.0780625,0.818218209,66.14417001,5.192629816,2.498604132,2.694025684,0.116492228,0.10277095,3.283327966,3.183281811,2.026272808,1.862155074,2.125468042,2.012229445,3.39546096,3.433339548,2.925909253,2.946622513,4.152222803,2.830766315,3.293265092,2.345685183,4.290319428,4.080483359
P_1996_F_14_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_str.wav,P14,str,Persian,1996,28,Female,P_1996_F_14,32.70310047,0.081204365,0.055409201,56.52074317,0.063262857,0.889704508,51.91423374,6.681711146,3.237833595,3.443877551,0.106732194,0.10100303,4.132221476,4.176195724,2.656419284,2.381622539,2.569132563,2.358234993,4.542941211,4.4077244,2.762634714,3.138886784,4.055717973,2.78717722,2.833490293,2.034892417,4.55720447,3.833556399
P_1996_F_24_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_m(f).WAV,P24,m(f),Persian,1996,28,Female,P_1996_F_24,39.85446621,0.053430596,0.046602482,52.00515989,0.048213178,0.915731593,53.95879453,9.844932584,4.805727961,5.039204623,0.086366795,0.082931174,2.616256993,2.031993912,1.514726099,1.415831898,1.710096331,1.645081283,2.177572914,2.754739831,2.66793571,2.916255845,3.89633769,2.766626768,2.919479636,2.160948281,4.077235839,3.581401622
P_1996_F_24_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_m(i).WAV,P24,m(i),Persian,1996,28,Female,P_1996_F_24,41.26954346,0.059721016,0.043585876,57.12129927,0.051803922,0.990617729,50.38073187,9.38086304,4.565353346,4.815509694,0.086512987,0.09039726,2.931104061,2.568662863,1.912795695,1.78991902,1.96236566,1.911751248,2.731199973,3.053500151,2.539012202,2.971869296,3.938516758,2.840361885,2.801828856,2.110143106,4.078311881,3.343913692
P_1996_F_24_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_r(f).WAV,P24,r(f),Persian,1996,28,Female,P_1996_F_24,41.38326834,0.029951088,0.04214647,45.20414333,0.0507825,0.832553733,50.03473969,11.66948716,5.768523287,5.900963873,0.084234414,0.071739796,1.913385573,1.93876701,1.424841437,1.327697227,1.138080148,1.081472043,2.078524642,2.021024449,2.522620345,3.033442426,4.341790608,3.123820929,2.914105784,2.201745921,4.169482946,3.318097426
P_1996_F_24_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_r(i).WAV,P24,r(i),Persian,1996,28,Female,P_1996_F_24,41.9507683,0.030593975,0.044340649,40.52277954,0.048480519,0.883758848,54.48683937,11.401819761,5.568769585,5.833050176,0.081378641,0.075332203,3.052913671,2.997967688,2.24742997,2.080552611,2.207960939,2.091422575,3.210934725,3.207153685,3.43185646,3.795460487,4.278421462,3.056361914,3.233333154,2.422404454,5.228711992,4.517262708
P_1996_F_24_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_con.WAV,P24,con,Persian,1996,28,Female,P_1996_F_24,39.74105461,0.076705092,0.052523999,50.60857503,0.055173184,1.019198261,57.07751624,8.262711865,4.025423729,4.237288136,0.092022222,0.098725146,2.907339711,2.626156041,1.755177869,1.62108808,1.815140583,1.735843251,2.816450634,3.058472418,2.454157254,2.844773693,3.79191951,2.69781954,2.58125495,1.935246227,3.958684459,3.273990831
P_1996_F_24_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_pic.WAV,P24,pic,Persian,1996,28,Female,P_1996_F_24,39.98866213,0.07867889,0.056608414,56.68837937,0.059619512,1.021672723,61.26838945,8.36940837,4.133168419,4.236239951,0.092394161,0.096750623,2.348593024,2.102453201,1.568031508,1.462617648,1.441587139,1.387500911,2.240922828,2.467903564,3.127391758,3.371019405,4.13421529,2.958820139,3.177291831,2.370397144,4.635167518,4.134045144
P_1996_F_24_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_str.WAV,P24,str,Persian,1996,28,Female,P_1996_F_24,34.88624692,0.085642295,0.051936453,55.14075871,0.05832459,1.009152693,54.27599631,7.024710452000001,3.41200222,3.612708232,0.095689542,0.102245675,3.049052931,2.520324088,1.803473121,1.692255512,1.979684168,1.923427728,2.692403715,3.198506878,2.927289248,3.272807387,4.338787295,3.130896437,2.978896971,2.237525199,4.509133407,3.87733842
P_1997_F_08_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_m(f).wav,P08,m(f),Persian,1997,27,Female,P_1997_F_08,39.17154274,0.060828674,0.051155383,53.45023147,0.058561753,0.91495479,53.71539073,8.687740831,4.192236335,4.495504496,0.095234127,0.093438298,2.654440407,3.009776601,2.450391016,2.28764161,1.901855113,1.832712512,3.176781778,2.734039639,3.402627251,3.608925886,6.682123165,3.432400979,5.146159847,2.82734953,6.93678576,6.148979851
P_1997_F_08_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_m(i).wav,P08,m(i),Persian,1997,27,Female,P_1997_F_08,42.28663362,0.066816919,0.047091101,55.25951365,0.052884615,0.934457251,49.41608736,9.160028025,4.411344941,4.748683084,0.095295082,0.095858824,3.27698555,3.370440752,2.46519284,2.301197184,2.133069321,2.037937052,3.54574977,3.378542031,3.2702059,3.501038987,6.328652996,3.391822718,4.784533889,2.736467796,6.480975782,5.711681561
P_1997_F_08_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_r(f).wav,P08,r(f),Persian,1997,27,Female,P_1997_F_08,34.51695224,0.035493476,0.048719213,51.18517697,0.055397619,0.746236503,53.88642136,9.831085186,4.715032203,5.116052983,0.090410926,0.073206186,2.622918918,3.000847801,2.19700315,2.093724161,1.837678371,1.803593612,3.129709638,2.676528748,4.201130972,4.269708681,7.059004211,3.594900141,5.743758222,3.139409755,8.208479486,7.5853325
P_1997_F_08_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_r(i).wav,P08,r(i),Persian,1997,27,Female,P_1997_F_08,37.27308484,0.038346441,0.050399764,44.36417408,0.05385,0.916084176,60.15141403,9.19762798,4.341643471,4.855984509,0.083788162,0.085850174,3.26526833,3.837109766,3.028862372,2.89519917,2.513609773,2.505294446,3.978807152,3.29879997,5.147770416,5.183645929,8.004970299,3.971215948,7.029082556,3.683117769,9.95970735,9.266343
P_1997_F_08_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_con.wav,P08,con,Persian,1997,27,Female,P_1997_F_08,34.71720818,0.036889642,0.044149724,53.76849198,0.047502868,0.789754118,56.54410596,10.87330239,5.243252536,5.630049854,0.078080153,0.066213115,3.301541657,3.640008632,2.293807787,2.198516919,1.789549684,1.7674312,3.770597521,3.354724612,4.618634709,4.746508473,7.272971731,3.769835725,5.797741973,3.188108666,8.946238679,8.191111348
P_1997_F_08_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_pic.wav,P08,pic,Persian,1997,27,Female,P_1997_F_08,33.24612737,0.045524503,0.051772069,52.06528426,0.054416667,0.843640811,61.65495111,9.202524383,4.509466437,4.693057946,0.08397066,0.073725191,3.476931891,3.858698751,2.577527091,2.429747671,2.101857009,2.036214303,4.036465649,3.563693369,3.916651217,4.047289359,6.460059167,3.466336057,5.091372362,2.881055842,7.390103004,6.766424124
P_1997_F_08_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_str.wav,P08,str,Persian,1997,27,Female,P_1997_F_08,34.81373055,0.060656139,0.045033771,56.62587891,0.050195255,0.888298791,53.3755184,8.977146773000001,4.332044437,4.645102336,0.084371585,0.080363281,2.551065504,2.901831312,1.988277454,1.874206448,1.715768194,1.657359019,3.042028239,2.625429277,3.703930486,3.816400678,5.642523349,3.015424588,4.805460477,2.731991573,7.014947485,6.444515659
P_1998_F_26_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_m(f).WAV,P26,m(f),Persian,1998,26,Female,P_1998_F_26,42.36505789,0.038767988,0.039303617,43.59231212,0.046275,0.99709827,50.20915681,10.599909788,5.172154563,5.427755225,0.078279778,0.081909884,4.300215637,4.328048412,2.859013879,2.539822389,2.550332909,2.323309746,4.774679889,4.652733644,3.172894627,3.291292159,3.845828042,2.866588242,3.253211818,2.532572625,4.37254192,4.047229279
P_1998_F_26_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_m(i).WAV,P26,m(i),Persian,1998,26,Female,P_1998_F_26,42.21428682,0.056012021,0.039244803,54.06908577,0.042864048,1.049581059,50.07792568,10.078993337,4.946745196,5.132248141,0.07836747,0.0853375,5.187192971,5.182183371,3.039265692,2.754842843,2.960461956,2.73543524,5.618199146,5.51154337,3.438233225,3.741602274,4.909395485,3.616256571,4.129164384,3.19460608,5.040845085,4.432357688
P_1998_F_26_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_r(f).WAV,P26,r(f),Persian,1998,26,Female,P_1998_F_26,42.39062906,0.034066766,0.047380575,41.87041596,0.053296875,0.917375574,52.00419986,9.928949836,4.857165449,5.071784387,0.091109131,0.087274419,5.389345034,5.256821001,4.335285077,3.877790755,3.927096154,3.61811968,5.773108496,5.763572277,2.947214152,3.373920636,4.400649416,3.230976892,3.333741739,2.576446391,4.518100097,3.766917275
P_1998_F_26_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_r(i).WAV,P26,r(i),Persian,1998,26,Female,P_1998_F_26,42.86104637,0.036702086,0.046484013,42.79063418,0.050660317,0.956524858,52.69010737,9.836856064,4.75769509,5.079160974,0.088221519,0.090087838,5.449111793,5.105771284,4.390609847,3.90370463,4.396139127,4.073848633,5.636376934,5.860186088,4.104480535,4.475987609,5.276454741,3.838112098,4.279438668,3.288649805,6.034009301,5.272447527
P_1998_F_26_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_con.WAV,P26,con,Persian,1998,26,Female,P_1998_F_26,44.23950057,0.045730458,0.037187218,53.20171071,0.040652921,1.100833216,51.11645072,10.934544078,5.41051835,5.524025728,0.07275,0.081765734,5.167393276,5.369572379,3.05869566,2.709795222,2.655909419,2.409122203,5.874461912,5.535631401,3.213092844,3.407794816,4.322188911,3.209887401,3.263592896,2.531559618,4.557705964,4.128337616
P_1998_F_26_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_pic.WAV,P26,pic,Persian,1998,26,Female,P_1998_F_26,44.85220994,0.07110626,0.042273199,56.40389489,0.042243626,1.162198919,53.55825609,9.613259668,4.723756906,4.889502762,0.078929379,0.094950292,4.746421583,4.636585131,2.64294531,2.374590926,2.629547584,2.436111499,5.060129475,5.067762153,3.260046103,3.391650418,4.365819363,3.281376567,3.602383118,2.821404764,4.488568899,4.138873062
P_1998_F_26_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_str.WAV,P26,str,Persian,1998,26,Female,P_1998_F_26,43.15032417,0.0519386,0.041171683,55.4429815,0.045038801,1.017156531,52.79135826,10.582162592,5.142643721,5.439518871,0.077989437,0.08390689,5.842584527,6.017530636,3.295309152,2.953354845,3.037750925,2.771610547,6.552214151,6.233995225,3.731316949,3.899930506,4.770312276,3.51286372,3.610129171,2.781248158,5.234944503,4.805397318
P_1999_F_01_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_m(f).wav,P01,m(f),Persian,1999,25,Female,P_1999_F_01,40.58420315,0.051987652,0.042457292,53.86187458,0.045549598,0.900639585,54.89724191,11.279015422,5.452562704,5.826452718,0.077339572,0.074431429,3.474098832,3.081085544,1.588439143,1.503565223,1.774049746,1.704961185,3.271497948,3.633189914,3.777919323,3.88779049,5.626662564,3.094752404,4.310090476,2.506720092,6.985450265,6.451837737
P_1999_F_01_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_m(i).wav,P01,m(i),Persian,1999,25,Female,P_1999_F_01,43.21666185,0.050899908,0.046494222,56.91633162,0.0519,0.903811252,56.53562394,11.483945618,5.669655771,5.814289847,0.082238806,0.07622449,3.806913187,3.777313186,2.239489126,2.125716423,2.025628903,1.950808778,3.971908974,3.938132116,3.944994443,4.010826902,6.677485643,3.730916931,5.504382502,3.245774486,7.062098895,6.592574872
P_1999_F_01_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_r(f).wav,P01,r(f),Persian,1999,25,Female,P_1999_F_01,39.64980545,0.033526325,0.043395485,48.3640371,0.051030303,0.797547613,54.09182973,11.918143825,5.721285488,6.196858337,0.080225581,0.069302267,3.282463937,3.27362632,1.843025514,1.686766865,1.856328781,1.716645346,3.525852346,3.478614156,3.666439214,3.944373015,6.405731866,3.445542378,4.567493991,2.61852579,7.247332384,6.364245937
P_1999_F_01_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_r(i).wav,P01,r(i),Persian,1999,25,Female,P_1999_F_01,40.81559649,0.036094139,0.043338773,46.38363985,0.048807339,0.883468835,55.0333624,11.178680021,5.312108746,5.866571275,0.07875,0.076835017,4.785365777,4.808972057,2.976645205,2.73582819,2.83752976,2.665330189,5.152496465,5.021619943,4.126036597,4.249589289,6.09001297,3.321004418,5.034113382,2.90312553,7.713995313,7.071204356
P_1999_F_01_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_con.wav,P01,con,Persian,1999,25,Female,P_1999_F_01,39.02493383,0.067126485,0.042723821,59.10756356,0.048189112,0.954906439,50.96743984,9.472071319,4.596740493,4.875330826,0.083825714,0.08489697,3.182156394,2.510682452,1.398648681,1.304378197,1.811062367,1.739896017,2.703834752,3.369960783,3.451114571,3.784873784,5.824376298,3.090532442,4.098033078,2.329252142,6.992641267,6.032247808
P_1999_F_01_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_pic.wav,P01,pic,Persian,1999,25,Female,P_1999_F_01,42.37426277,0.055583432,0.044366164,55.18578701,0.047243455,0.934568749,55.53564289,11.054799798,5.379212234,5.675587564,0.079887728,0.078774105,3.011714961,2.875246485,1.504991233,1.393214865,1.449659718,1.368678895,3.087972134,3.187541184,4.331832434,4.382177907,5.730597834,3.116797296,4.577056281,2.62638234,7.908063846,7.407884923
P_1999_F_01_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_str.wav,P01,str,Persian,1999,25,Female,P_1999_F_01,43.52898019,0.057838332,0.04841599,57.65203566,0.052622137,0.977279715,55.77217477,9.909513329,4.778674493,5.130838836,0.086810296,0.091090072,5.242921947,5.149725972,2.403324907,2.310920589,2.256282595,2.214002106,5.378788479,5.38873576,4.30566657,4.555192275,6.280648459,3.413571153,5.011488608,2.897868761,8.166873717,7.277039254
P_1999_F_06_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_m(f).wav,P06,m(f),Persian,1999,25,Female,P_1999_F_06,35.79354839,0.070628698,0.053742664,58.17967857,0.059862661,0.900398776,58.31300844,8.405529954,4.092165899,4.313364055,0.092162393,0.087468468,2.655537953,2.63391207,1.981501782,1.836744651,1.853508905,1.770588186,2.793831618,2.760688193,2.887311791,2.969847503,5.500287727,2.645274969,4.517664024,2.314369225,6.142286766,5.634544305
