File_Name,file,Speaker,Task,Language,Year_of_Birth,Age,Gender,ID,percent_V,deltaV,deltaC,nPVI_v,rPVI_c,V:C_ratio,varco_c,cv_rate,v_rate,c_rate,mean_c,mean_v,std_f0_peak,std_f0_mean,nPVI_f0_mean,rPVI_f0_mean,nPVI_f0_peak,rPVI_f0_peak,varcoM_f0,varcoP_f0,std_int_peak,std_int_mean,nPVI_int_mean,rPVI_int_mean,nPVI_int_peak,rPVI_int_peak,varcoM_int,varcoP_int
P_1999_F_06_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_m(i).wav,P06,m(i),Persian,1999,25,Female,P_1999_F_06,33.05131004,0.059348626,0.054437329,60.00965375,0.065436242,0.868100358,58.53476266,7.996724890999999,3.902838428,4.093886463,0.093,0.084685315,3.410418467,3.657889127,2.732596776,2.527465663,2.405064293,2.313185626,3.86066965,3.520090914,3.915503091,4.053354199,6.669334417,3.369582492,5.106379405,2.729070939,7.965499049,7.233305375
P_1999_F_06_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_r(f).wav,P06,r(f),Persian,1999,25,Female,P_1999_F_06,34.85160758,0.043015532,0.05501766,50.97239668,0.060837004,0.770738377,57.04884994,9.037510305,4.348722176,4.688788129,0.09643956,0.08014218,2.797436764,2.804350699,2.132191628,1.998362163,2.071132443,1.994944549,2.980954974,2.908557058,3.850975148,3.980775809,7.075798857,3.540902458,5.672215529,3.034747643,7.892328293,7.169655906
P_1999_F_06_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_r(i).wav,P06,r(i),Persian,1999,25,Female,P_1999_F_06,37.44976146,0.042067219,0.055894204,45.76372059,0.057109756,0.883462365,62.71680026,9.021251988,4.264854706,4.756397282,0.089121581,0.087810169,3.603169633,3.501864671,2.559624863,2.400533106,2.608676315,2.511116621,3.688300782,3.715078051,4.440142302,4.342682814,6.495668012,3.282395629,6.230167397,3.362599548,8.365333425,8.033774743
P_1999_F_06_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_con.wav,P06,con,Persian,1999,25,Female,P_1999_F_06,32.37729154,0.074342678,0.050367741,59.12192024,0.054309623,0.958844133,52.92582253,6.859846245,3.311649911,3.548196334,0.095166667,0.097767857,3.321574359,3.325997292,2.302885525,2.147580068,2.357917759,2.248440814,3.528228592,3.450083853,3.316050806,3.571482456,6.507139208,3.261653936,5.097920802,2.721271346,7.086752664,6.189026204
P_1999_F_06_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_pic.wav,P06,pic,Persian,1999,25,Female,P_1999_F_06,31.28540053,0.082091684,0.072297775,60.54314266,0.071745223,0.792788307,66.70904004,6.993411166,3.352213617,3.641197549,0.108377778,0.093327586,2.648478427,2.832463951,1.971980753,1.832513241,1.948816697,1.871722315,2.992625459,2.743972467,3.101923031,3.189352667,6.019325559,3.01764107,4.773744597,2.561193603,6.334485435,5.809791107
P_1999_F_06_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_str.wav,P06,str,Persian,1999,25,Female,P_1999_F_06,33.65407813,0.061703089,0.051209871,58.7494014,0.055121019,0.83638502,55.73992057,8.406792243,4.027094739,4.379697504,0.091872881,0.083569124,3.045494104,3.236540953,2.298204515,2.119211036,1.965756898,1.86870795,3.431169708,3.162589093,3.263516877,3.569626057,6.841758855,3.309779025,5.422142215,2.811012423,7.304789391,6.288721941
P_2000_F_15_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_m(f).wav,P15,m(f),Persian,2000,24,Female,P_2000_F_15,37.9402929,0.054585347,0.047605562,58.61979303,0.053120879,0.873514028,56.38665094,10.04506196,4.900488171,5.144573789,0.084427007,0.077421456,2.222336801,2.184117708,1.419343177,1.320166287,1.393431421,1.324176975,2.327535052,2.336271661,2.591875229,3.143153367,4.058051822,2.975171705,2.860432938,2.193130124,4.240529778,3.361380311
P_2000_F_15_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_m(i).wav,P15,m(i),Persian,2000,24,Female,P_2000_F_15,43.8620176,0.06839946,0.048345687,54.97328142,0.053663717,0.916091395,53.58685789,10.474372701,5.167357199,5.307015502,0.090219298,0.084882883,1.850972647,1.891251037,1.315160877,1.237875956,1.187878045,1.130649181,2.013121208,1.944496776,4.179495983,4.91012981,6.066980766,4.343643506,4.03847008,3.009777277,6.697425622,5.452611694
P_2000_F_15_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_r(f).wav,P15,r(f),Persian,2000,24,Female,P_2000_F_15,35.36389787,0.035670921,0.046197821,50.653399,0.053493917,0.710370219,48.66409878,10.23343431,4.989435634,5.243998676,0.094932039,0.070877551,3.042314996,2.605172908,1.933522101,1.826150099,1.995353891,1.936234327,2.776443949,3.188792414,2.97674135,3.404569145,4.38967608,3.256867448,2.879707362,2.242737617,4.554647521,3.805817646
P_2000_F_15_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_r(i).wav,P15,r(i),Persian,2000,24,Female,P_2000_F_15,39.18229431,0.041092912,0.042412594,50.76608495,0.046344615,0.83968139,50.05976023,10.525426592,5.017739483,5.507687109,0.084723926,0.078087542,3.212526584,3.287779479,2.673072845,2.460920529,2.44407762,2.316055073,3.52119317,3.378119314,4.023351795,4.178264653,4.595215014,3.424483735,3.84838374,2.988860871,5.532923856,5.095705453
P_2000_F_15_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_con.wav,P15,con,Persian,2000,24,Female,P_2000_F_15,34.29165973,0.062353431,0.047039881,52.4090135,0.046371747,0.862821479,53.19916208,8.589978359,4.095222241,4.494756118,0.088422222,0.083735772,2.820479657,2.866419195,1.867349518,1.715047307,1.733604162,1.630106954,3.065163027,2.972903998,4.226158703,4.470797403,4.354558841,3.163395188,3.387642261,2.563308141,6.042446302,5.470263033
P_2000_F_15_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_pic.wav,P15,pic,Persian,2000,24,Female,P_2000_F_15,41.45546005,0.061092153,0.045759026,60.67219722,0.051106383,0.938787006,54.13066201,10.30927835,5.085542135,5.223736215,0.084534392,0.081516304,2.357077294,1.824656803,1.069479988,1.002997772,1.214842304,1.158883004,1.942359021,2.478320654,3.035386467,3.470138061,4.204605061,3.076229293,2.840053433,2.173327846,4.663413475,3.915342704
P_2000_F_15_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_str.wav,P15,str,Persian,2000,24,Female,P_2000_F_15,37.84922767,0.066553483,0.045809529,56.47649159,0.047522807,0.912672065,53.04261217,9.20080591,4.398925453,4.801880457,0.086363636,0.086041985,2.425185685,2.081147539,1.347533381,1.272291003,1.428238223,1.37728264,2.204834969,2.533242302,2.694128227,3.104229096,4.223609389,3.103532328,2.945648141,2.273874794,4.182715585,3.479885228
P_2000_M_02_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_m(f).wav,P02,m(f),Persian,2000,24,Male,P_2000_M_02,29.90892225,0.050294581,0.052423717,44.55110006,0.054123288,0.695493587,60.24296671,9.529431607,4.587620172,4.941811435,0.087020478,0.065194853,4.025925653,2.130212481,1.76805418,1.492046006,2.865698658,2.552014945,2.551380054,4.726149275,3.660539915,3.937557179,6.353637956,3.382523113,4.590985373,2.566742361,7.104817574,6.288816373
P_2000_M_02_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_m(i).wav,P02,m(i),Persian,2000,24,Male,P_2000_M_02,32.95454545,0.048236701,0.062989019,52.79081806,0.06969697,0.697744361,63.46262024,9.232954545,4.474431818,4.758522727,0.099253731,0.073650794,4.068548376,2.252381969,1.956050445,1.658897359,3.16228753,2.825564082,2.680645178,4.7574162,2.770835002,3.169239088,5.03409885,2.829482465,3.179639996,1.874666383,5.590526436,4.652926375
P_2000_M_02_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_r(f).wav,P02,r(f),Persian,2000,24,Male,P_2000_M_02,33.74809899,0.028263604,0.046870296,44.70900741,0.05329718,0.67599003,59.96698031,12.263237937,5.875846813,6.387391124,0.078160173,0.057435294,3.269638032,2.192091935,1.693613528,1.43372333,2.190845721,1.90499686,2.645602803,3.88518063,3.35194075,3.758865703,5.936455773,3.104450515,4.228468688,2.349923433,6.998474418,5.929096168
P_2000_M_02_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_r(i).wav,P02,r(i),Persian,2000,24,Male,P_2000_M_02,33.7588176,0.036554546,0.049982323,48.3465762,0.055451807,0.729582577,60.41420478,10.597917366,5.005038629,5.592878737,0.082732733,0.067449664,4.893359647,2.923347212,2.310219804,1.980955125,3.439136984,3.107040798,3.496169843,5.730438427,3.667767817,4.010946592,5.405310083,2.960199806,4.502663646,2.609161456,7.191305849,6.25554831
P_2000_M_02_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_con.wav,P02,con,Persian,2000,24,Male,P_2000_M_02,34.45378151,0.04539107,0.047519199,49.47700841,0.0465625,0.751800917,60.06028416,11.104441777,5.31212485,5.792316927,0.079119171,0.064858757,2.251914132,1.55131636,1.366326439,1.137920571,2.076797389,1.765823831,1.867549189,2.668450713,3.83185369,4.011914929,5.017028055,2.693489676,3.6649481,2.060819703,7.23781441,6.605924126
P_2000_M_02_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_pic.wav,P02,pic,Persian,2000,24,Male,P_2000_M_02,32.40336658,0.07968346,0.068273829,54.58598457,0.06818797,0.865096538,75.85349682,8.104738155,3.943266833,4.161471322,0.090007491,0.082173913,3.301422222,1.686956381,1.267964847,1.066604919,1.995986483,1.761268853,2.02828169,3.904509601,3.250844839,3.987794492,5.594838998,2.969879816,3.971091269,2.244624937,7.257350494,5.634918511
P_2000_M_02_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_str.wav,P02,str,Persian,2000,24,Male,P_2000_M_02,32.91986828,0.048132244,0.054893378,47.03524405,0.057278107,0.69923059,65.01710415,10.713501646,5.137211855,5.576289791,0.084429134,0.064081197,4.159616603,2.575431458,1.879621611,1.601234687,2.688218516,2.38703233,3.099576102,4.914146941,3.196848272,3.579757762,5.427154784,2.930794228,3.576603919,2.045384914,6.50335908,5.540782467
P_2001_M_30_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_m(f).WAV,P30,m(f),Persian,2001,23,Male,P_2001_M_30,35.33049865,0.080795581,0.059497528,58.12320149,0.066845588,0.889749162,55.09030405,7.101698114,3.424996179,3.676701935,0.108,0.103154856,4.016904777,1.899915138,1.407037069,1.148699583,2.294378445,2.007903451,2.364330928,4.912877099,3.267739456,3.585704676,4.158771345,3.068917449,3.002721016,2.328366005,4.785975569,4.182463136
P_2001_M_30_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_m(i).WAV,P30,m(i),Persian,2001,23,Male,P_2001_M_30,36.31353383,0.069787367,0.058303607,55.14285281,0.060079545,0.879887047,56.18984894,7.759398495999999,3.781954887,3.977443609,0.103761815,0.096017893,3.619178954,2.015586372,1.387210865,1.123700044,2.206386475,1.890791,2.513910532,4.433229716,3.81700997,4.002473836,4.25473068,3.097223871,3.167472689,2.416177401,5.38819383,4.915089467
P_2001_M_30_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_r(f).WAV,P30,r(f),Persian,2001,23,Male,P_2001_M_30,34.71982574,0.029630198,0.045622417,43.07447687,0.049930958,0.747792625,54.11056036,10.74439835,5.237588262,5.506810088,0.084313333,0.06628972,4.933369466,3.654294451,2.565498047,2.180556506,2.830057701,2.48121235,4.472454958,5.927964255,4.112580561,4.648831335,5.514108182,3.929009695,3.892777964,2.911729498,6.316438304,5.325013169
P_2001_M_30_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_r(i).WAV,P30,r(i),Persian,2001,23,Male,P_2001_M_30,35.93086665,0.029129964,0.040763031,42.49608249,0.045085174,0.772887055,49.52867086,10.870916745,5.222303142,5.648613603,0.082301887,0.068802721,2.9199364,2.246067772,1.981457334,1.622609506,2.242764357,1.888780416,2.759366535,3.527844587,4.298276383,4.750458726,4.919960879,3.524508038,3.704891948,2.782802481,6.469332397,5.566548414
P_2001_M_30_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_con.WAV,P30,con,Persian,2001,23,Male,P_2001_M_30,32.02188595,0.058038141,0.055184892,51.58171515,0.059181996,0.757069227,57.10897335,8.472257844,4.095067111,4.377190733,0.096630859,0.078196242,3.285006561,1.512999741,1.304473238,1.053042732,2.058866765,1.76321355,1.885159575,4.031595738,3.511492204,3.937852507,4.542528036,3.330060278,3.227357839,2.488129027,5.296064958,4.511547446
P_2001_M_30_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_pic.WAV,P30,pic,Persian,2001,23,Male,P_2001_M_30,32.56086858,0.09611515,0.070150131,54.30391162,0.071893372,0.837726754,61.93643466,6.656345222,3.224629463,3.431715759,0.113261494,0.100975535,3.99924293,2.158075656,1.415641573,1.164461166,2.603984243,2.260753874,2.696567669,4.902795592,4.095758964,4.374883026,4.164109974,3.013268721,2.755526783,2.062538381,5.858921538,5.266567495
P_2001_M_30_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_str.WAV,P30,str,Persian,2001,23,Male,P_2001_M_30,32.27045212,0.066048138,0.060589674,53.13061715,0.062598326,0.776741981,57.32037804,7.663904159999999,3.733486502,3.930417658,0.105703549,0.086435165,3.411872994,1.893164024,1.442504451,1.177099771,2.177464776,1.865922757,2.353035411,4.175494118,2.843324705,3.276498583,4.215963506,3.105847417,3.042554076,2.358231094,4.387895942,3.63972706
P_2002_M_17_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_m(f).wav,P17,m(f),Persian,2002,22,Male,P_2002_M_17,36.73870334,0.050402092,0.052825974,52.07414912,0.056586538,0.749027237,63.17594761,11.394891945,5.529048555,5.86584339,0.083617225,0.066446701,4.072284806,2.3200843,1.464915771,1.239196042,2.80337642,2.485856751,2.804306138,4.825423913,3.615753827,3.988478857,4.869420732,3.310663597,3.575306474,2.550945384,5.801574161,5.046149384
P_2002_M_17_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_m(i).wav,P17,m(i),Persian,2002,22,Male,P_2002_M_17,38.48797251,0.053873639,0.051192948,53.46683349,0.052780186,0.748768473,58.36212182,11.539157171,5.679146319,5.860010852,0.087716049,0.067770701,4.044571236,1.9777228,1.601049532,1.359151554,2.365451126,2.122307128,2.349466848,4.722045579,4.27367982,4.558342883,4.644507301,3.319742923,3.355106039,2.506358695,6.290804707,5.66426885
P_2002_M_17_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_r(f).wav,P17,r(f),Persian,2002,22,Male,P_2002_M_17,35.24856096,0.032137638,0.048608965,48.55494014,0.057508353,0.721450183,54.66507479,10.661957091,5.167451596,5.494505495,0.088921429,0.068212658,3.892830346,2.455891176,1.939053021,1.660477035,2.646484573,2.372205188,2.922371925,4.551921902,3.495846914,4.003030487,4.933912739,3.620464135,3.366993974,2.602776479,5.36736416,4.478179977
P_2002_M_17_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_r(i).wav,P17,r(i),Persian,2002,22,Male,P_2002_M_17,35.20504732,0.037210867,0.049307555,44.18587597,0.054736842,0.808695652,57.8827816,9.74763407,4.637223975,5.110410095,0.085185185,0.075918367,4.863249421,3.124790533,2.3663543,2.038920823,3.24552405,2.932099161,3.711932935,5.664955884,5.195004879,5.302029154,5.024008409,3.62366264,4.552159882,3.416952871,7.141917266,6.702505086
P_2002_M_17_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_con.wav,P17,con,Persian,2002,22,Male,P_2002_M_17,37.65793354,0.061225843,0.049391855,52.83937957,0.052168224,0.852495635,54.4035789,9.481683112,4.616082568,4.865600544,0.090787879,0.081579853,3.762681593,2.81755175,1.937123563,1.673138951,2.379619841,2.11227102,3.337304222,4.385311811,4.511498671,4.65377333,4.468749526,3.246519461,3.8948607,2.965825372,6.298820781,5.847471728
P_2002_M_17_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_pic.wav,P17,pic,Persian,2002,22,Male,P_2002_M_17,36.2218483,0.055411898,0.054248059,51.19248024,0.058957606,0.766796361,59.75372536,10.173440331,4.970230391,5.20320994,0.09078607,0.072877604,3.288075967,2.138919177,1.526637735,1.298982865,2.134677693,1.874732959,2.555670483,3.862643878,3.860858044,4.092066561,4.270595004,3.067189536,3.244054802,2.437120701,5.634878207,5.106753073
P_2002_M_17_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_str.wav,P17,str,Persian,2002,22,Male,P_2002_M_17,35.71591387,0.048498954,0.05160799,50.22966823,0.057324503,0.773520421,59.28348653,10.31876841,5.014728573,5.304039837,0.087052893,0.071222028,3.266689694,2.250652546,1.818729331,1.557615806,2.194717634,1.944970313,2.667003308,3.812756744,4.472353088,4.72457628,4.763048904,3.423334561,3.720200767,2.787274627,6.483450248,5.898877063
P_2002_M_28_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_m(f).wav,P28,m(f),Persian,2002,22,Male,P_2002_M_28,39.78080295,0.068761522,0.048343814,56.68697069,0.056087719,0.916245948,58.83367947,10.290724504,5.006922012,5.283802492,0.082170306,0.079451613,4.156201392,2.707601137,2.150616416,1.806815545,2.713463646,2.364603917,3.302250104,4.967127089,3.043136918,3.452921426,4.777885431,3.403378801,2.875879236,2.158262285,4.814012738,4.066550002
P_2002_M_28_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_m(i).wav,P28,m(i),Persian,2002,22,Male,P_2002_M_28,38.43491679,0.076998703,0.048480107,56.34334387,0.053167442,0.947042529,56.87742668,9.324369007,4.562989089,4.761379918,0.085236111,0.084231884,3.781643757,2.997653709,1.872977689,1.570661738,2.160600926,1.871315523,3.599580418,4.465018895,3.82693532,4.053657067,4.740492183,3.370469044,3.15979355,2.336678958,5.60992424,5.08933448
P_2002_M_28_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_r(f).wav,P28,r(f),Persian,2002,22,Male,P_2002_M_28,39.27228657,0.033769914,0.041623568,44.94027176,0.048589074,0.840857488,51.79472727,11.361914862,5.55012326,5.811791602,0.080362559,0.070759305,4.918418404,4.090075706,2.922630004,2.531442292,2.990538169,2.647288496,4.848834056,5.718270406,2.842637243,3.455547584,4.997076305,3.703743697,3.115694428,2.430008617,4.626360863,3.628314946
P_2002_M_28_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_r(i).wav,P28,r(i),Persian,2002,22,Male,P_2002_M_28,37.57288204,0.038916098,0.043762584,41.09704502,0.051926045,0.870053,52.82187359,10.057303239,4.844880298,5.212422941,0.082849359,0.077551724,4.508004942,3.712923318,2.736148691,2.33351929,3.116593992,2.729812134,4.440066824,5.28424972,3.8546387,4.200734555,4.993824248,3.649346357,3.983212816,3.05294861,5.646449195,4.939527071
P_2002_M_28_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_con.wav,P28,con,Persian,2002,22,Male,P_2002_M_28,37.40014157,0.073732525,0.046606412,54.54258743,0.052334066,0.97887939,56.2489055,8.949337648,4.338153504,4.611184144,0.082857456,0.086212121,4.989286371,3.064847186,2.08747887,1.754623863,3.122134742,2.780652345,3.711258303,5.905642268,3.292298822,3.719929103,5.112592731,3.690336767,3.39863938,2.565620514,5.11018404,4.323002584
P_2002_M_28_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_pic.wav,P28,pic,Persian,2002,22,Male,P_2002_M_28,35.84656676,0.081552093,0.057252371,56.7692197,0.063570201,0.970627422,60.67808236,7.64929546,3.735182286,3.914113174,0.094354286,0.09597006,4.150924052,2.667845968,2.001610978,1.674055315,2.644584984,2.331731278,3.244082239,4.950729874,2.905287374,3.352421436,4.213824617,3.024209106,2.683223132,2.026225951,4.633277099,3.850218699
P_2002_M_28_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_str.wav,P28,str,Persian,2002,22,Male,P_2002_M_28,37.84027447,0.079367806,0.044549155,53.67719441,0.051108997,0.972308616,55.32691421,9.399547553,4.566210046,4.833337507,0.080519862,0.082870201,3.033643494,2.305313904,1.612870927,1.333870737,1.98756324,1.698528344,2.807021891,3.629334382,3.199547756,3.584118524,4.841085935,3.463183138,3.240660614,2.422026913,4.954586259,4.245226273
P_2002_M_29_mf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_m(f).WAV,P29,m(f),Persian,2002,22,Male,P_2002_M_29,39.9714886,0.071402638,0.043217294,58.72684462,0.048023952,0.982733813,53.41373686,9.87394958,4.846938776,5.027010804,0.080910448,0.082467492,6.432013055,2.898766498,1.978670073,1.644316954,3.573047861,3.21297381,3.571748931,7.699363341,2.590355281,3.288530014,4.612179898,3.424389462,2.849589333,2.22083459,4.385423634,3.30613885
P_2002_M_29_mi.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_m(i).WAV,P29,m(i),Persian,2002,22,Male,P_2002_M_29,42.73899033,0.075167572,0.05202125,55.04568069,0.054947368,0.991898292,61.92234005,10.069817401000002,4.940923738,5.128893663,0.084010471,0.0865,4.883703758,3.981719907,2.748521963,2.351227714,3.054325067,2.665540407,4.886516392,5.89753537,3.089251889,3.782761166,5.470052165,4.012527569,3.651506726,2.819107736,5.095238792,3.976028232
P_2002_M_29_rf.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_r(f).WAV,P29,r(f),Persian,2002,22,Male,P_2002_M_29,39.53876498,0.02945917,0.045672324,41.03318272,0.050555831,0.791087366,56.01244313,12.031558186,5.901987559,6.129570627,0.081539604,0.066992288,6.824911913,4.879183177,3.698852209,3.202993793,4.64084011,4.171795979,5.961835059,8.125591415,2.928594814,3.489792122,4.901784728,3.587787047,3.189801297,2.465759149,4.722840293,3.765797811
P_2002_M_29_ri.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_r(i).WAV,P29,r(i),Persian,2002,22,Male,P_2002_M_29,37.38515024,0.032567058,0.037799775,42.24946997,0.04363754,0.897734049,49.9102578,10.624711767,5.126113023,5.498598744,0.075735484,0.072930796,5.262875236,3.388087063,3.153047798,2.625312067,3.891200116,3.393699464,4.157334201,6.299672905,3.142525127,3.553408711,4.383275053,3.246177828,3.295894139,2.558253055,4.743431072,4.00237182
P_2002_M_29_sc.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_con.WAV,P29,con,Persian,2002,22,Male,P_2002_M_29,38.25145553,0.08693973,0.051311665,59.79465183,0.055371711,1.133540749,63.23511242,8.140058084,3.981401944,4.15865614,0.081144262,0.096075342,4.995083724,2.431609026,2.047795899,1.6778627,3.349425466,2.930965339,3.017426974,6.05601462,3.247836611,3.525190442,4.367613785,3.216680572,3.246257704,2.505133417,4.713624901,4.159562896
P_2002_M_29_sp.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_pic.WAV,P29,pic,Persian,2002,22,Male,P_2002_M_29,41.83576032,0.098112665,0.056278051,58.18145243,0.059433962,1.10457482,62.96142052,8.375109414,4.137821278,4.237288136,0.089384977,0.101105769,5.119588939,3.500188429,2.345885038,1.997980517,3.367636748,3.003410708,4.305304627,6.171276829,4.085385412,4.367760713,4.825925439,3.519525602,3.074518066,2.304637221,5.787766824,5.192597774
P_2002_M_29_st.Table,/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_29/P_2002_M_29_str.WAV,P29,str,Persian,2002,22,Male,P_2002_M_29,40.64694717,0.078724348,0.043512506,54.82174863,0.045176661,1.088049116,56.92966781,9.577665296,4.689971528,4.887693768,0.076432039,0.086667791,5.551255097,3.419388067,2.356548267,1.989341479,3.063873924,2.713340406,4.211524873,6.69839549,2.861242123,3.46708869,4.5911236,3.395347727,3.252117033,2.520601425,4.638464413,3.672782297
